text,label
tbh today was slaying,0
i am going to suicide,2
bahut fumbled feel ho raha hai ig,1
no cap i am just sad,1
i am feeling crushing it today,0
feeling very productive because i secured the bag,0
"goodbye everyone, i am going to disappear forever",2
i am going to die,2
failure is making me depressed,1
better to jaan dena than live like this,2
bahut tired feel ho raha hai bhai,1
"bhai i'm a burden, i just wanna jump off",2
bestie i'm lit vibes,0
zindagi khatam karne ka mann kar raha hai,2
just going to a party and feeling badhiya,0
i feel stressed no cap,1
basically i am just numb,1
"bhai i'm broken, i just wanna kill myself",2
everything is sorted tho,0
"ab nahi jhela jata, i want to end it all",2
"ab nahi jhela jata, i want to kill myself",2
bahut hopeless feel ho raha hai cooked,1
listen i deadass fumbled today,1
deadass i super fumbled today,1
bahut sad feel ho raha hai cooked,1
why is everything so udas?,1
i'm literally lonely tho,1
fr i kafi fumbled today,1
better to never wake up than live like this,2
"yar i feel like broken, i should disappear forever",2
better to zahar kha lun than live like this,2
i am going to zahar kha lun,2
no cap finally met my friends,0
fr i really fumbled today,1
yar finally got a job,0
just chilling with fam and feeling lit,0
i am going to marna,2
bhai finally chilling with fam,0
bahut fumbled feel ho raha hai cooked,1
deadass gonna quit life,2
bestie i'm lit tho,0
i am going to end it all,2
"bruh i feel like a burden, i should quit life",2
everything is crushing it bhai,0
bhai i'm deadass stressed,1
stress is making me burnt out,1
honestly i literally fumbled today,1
fr today was fine,0
"goodbye everyone, i am going to jaan dena",2
just finished the project and feeling chill,0
fr today was vibing,0
i feel cooked no cap,1
zindagi khatam karne ka mann kar raha hai,2
bestie i'm goated bhai,0
feeling so chill because i slept well,0
"goodbye everyone, i am going to never wake up",2
tbh finally found a new banger song,0
honestly i am just sad,1
honestly today was slaying,0
bestie i'm sorted fr,0
pressure is making me udas,1
"tbh i feel like no way out, i should end it all",2
feeling very crushing it because i hit a new pr,0
academic pressure is making me finished,1
i want to disappear forever bestie,2
better to never wake up than live like this,2
i am feeling crushing it today,0
deadass finally slept well,0
honestly finally finished the project,0
better to hurt myself than live like this,2
ngl finally slept well,0
"goodbye everyone, i am going to suicide",2
i'm literally sad tho,1
fr i really fumbled today,1
bahut lonely feel ho raha hai rn,1
life is chill vibes,0
why is everything so down bad?,1
i am feeling fine today,0
tension is making me exhausted,1
yar finally hit a new pr,0
i want to disappear forever tho,2
"ab nahi jhela jata, i want to end it all",2
bestie i'm better rn,0
better to end it all than live like this,2
zindagi khatam karne ka mann kar raha hai,2
feeling so slaying because i found a new banger song,0
"ngl i feel like a burden, i should khatam karun",2
feeling sad and sad at the same time,1
i want to kill myself fr,2
i am going to disappear forever,2
ngl today was goated,0
i am feeling chill today,0
bahut lonely feel ho raha hai tho,1
"ab nahi jhela jata, i want to khatam karun",2
bestie i'm better bestie,0
life is chill no cap,0
i'm literally numb fr,1
feeling hella badhiya because i chilling with fam,0
deadass gonna die,2
why is everything so lonely?,1
life is goated lol,0
fr i hella fumbled today,1
why is everything so cooked?,1
better to zahar kha lun than live like this,2
bestie i'm slaying no cap,0
bahut lonely feel ho raha hai fr,1
deadass gonna zahar kha lun,2
no cap i am just sad,1
zindagi khatam karne ka mann kar raha hai,2
better to jump off than live like this,2
"bhai i'm no way out, i just wanna jaan dena",2
ngl today was slaying,0
i'm literally stressed tho,1
i am feeling mast today,0
zindagi khatam karne ka mann kar raha hai,2
bruh i very fumbled today,1
i want to never wake up rn,2
"bhai i'm hopeless af, i just wanna jaan dena",2
i want to hurt myself vibes,2
deadass gonna jump off,2
just slept well and feeling fine,0
bhai i'm deadass numb,1
feeling very mast because i found a new banger song,0
i want to zahar kha lun fr,2
bahut hopeless feel ho raha hai ig,1
bestie i'm sorted smh,0
honestly i so fumbled today,1
bestie i'm sorted literally,0
deadass gonna quit life,2
deadass gonna disappear forever,2
feeling hopeless and hopeless at the same time,1
zindagi khatam karne ka mann kar raha hai,2
everything is better smh,0
lowkey finally finished the project,0
lowkey finally met my friends,0
life is goated fr,0
bhai i'm deadass stressed,1
feeling exhausted and exhausted at the same time,1
bhai i'm deadass udas,1
feeling overwhelmed and overwhelmed at the same time,1
listen i totally fumbled today,1
just hit a new pr and feeling vibing,0
anxiety is making me hopeless,1
i feel overwhelmed ig,1
zindagi khatam karne ka mann kar raha hai,2
i want to khatam karun rn,2
deadass gonna end it all,2
listen finally passed my exams,0
bhai finally found a new banger song,0
i am going to jaan dena,2
"yar i feel like failure at everything, i should end it all",2
just going to a party and feeling slaying,0
why is everything so exhausted?,1
"bhai i'm a burden, i just wanna never wake up",2
i am feeling mast today,0
feeling very vibing because i met my friends,0
i want to quit life cooked,2
"basically i feel like worthless, i should hurt myself",2
i'm literally sad tho,1
overthinking is making me cooked,1
why is everything so down bad?,1
bhai i'm deadass numb,1
better to jaan dena than live like this,2
"honestly i feel like broken, i should khatam karun",2
honestly i literally fumbled today,1
deadass gonna marna,2
bhai today was fine,0
"basically i feel like broken, i should marna",2
"deadass i feel like a burden, i should disappear forever",2
i am feeling productive today,0
i'm literally cooked ig,1
bruh finally chilling with fam,0
i want to zahar kha lun cooked,2
listen i am just tired,1
deadass gonna die,2
lowkey finally finished the project,0
bruh today was lit,0
bhai today was lit,0
life is better literally,0
breakup is making me down bad,1
bahut cooked feel ho raha hai tho,1
i am feeling mast today,0
bhai i'm deadass cooked,1
zindagi khatam karne ka mann kar raha hai,2
deadass gonna khatam karun,2
deadass gonna hurt myself,2
feeling literally slaying because i finished the project,0
i want to hurt myself vibes,2
life is slaying rn,0
bahut sad feel ho raha hai vibes,1
lowkey i totally fumbled today,1
bahut finished feel ho raha hai bestie,1
"bhai i'm no way out, i just wanna die",2
deadass gonna jaan dena,2
bahut down bad feel ho raha hai literally,1
"ab nahi jhela jata, i want to hurt myself",2
i'm literally numb yaar,1
bestie i'm crushing it tho,0
feeling kafi vibing because i slept well,0
everything is sorted fr,0
bhai i'm deadass fumbled,1
fr i really fumbled today,1
yar i super fumbled today,1
"bhai i'm no way out, i just wanna kill myself",2
bhai i'm deadass depressed,1
bahut lonely feel ho raha hai yaar,1
honestly i so fumbled today,1
"basically i feel like worthless, i should quit life",2
feeling tired and tired at the same time,1
bhai i'm deadass depressed,1
"bhai i'm broken, i just wanna end it all",2
i feel udas ig,1
listen i am just hopeless,1
i feel burnt out fr,1
bestie i'm better fr,0
feeling numb and numb at the same time,1
deadass i am just cooked,1
i want to zahar kha lun vibes,2
tension is making me sad,1
bhai i am just lonely,1
"basically i feel like broken, i should khatam karun",2
pressure is making me tired,1
better to jaan dena than live like this,2
feeling hella chill because i found a new banger song,0
fomo is making me hopeless,1
yar finally met my friends,0
zindagi khatam karne ka mann kar raha hai,2
"no cap i feel like failure at everything, i should khatam karun",2
bhai i'm deadass stressed,1
zindagi khatam karne ka mann kar raha hai,2
bruh today was sorted,0
overthinking is making me numb,1
"bhai i'm broken, i just wanna zahar kha lun",2
deadass gonna quit life,2
bhai i'm deadass overwhelmed,1
bestie i'm crushing it no cap,0
just passed my exams and feeling productive,0
"goodbye everyone, i am going to khatam karun",2
fr i am just overwhelmed,1
i am going to kill myself,2
life is slaying smh,0
deadass i kafi fumbled today,1
i am feeling slaying today,0
lowkey i am just stressed,1
zindagi khatam karne ka mann kar raha hai,2
ngl i am just overwhelmed,1
fomo is making me exhausted,1
just hit a new pr and feeling slaying,0
"goodbye everyone, i am going to never wake up",2
honestly i so fumbled today,1
bahut overwhelmed feel ho raha hai ig,1
bruh i very fumbled today,1
no cap i literally fumbled today,1
why is everything so numb?,1
life is crushing it vibes,0
everything is lit tho,0
burden is making me tired,1
fomo is making me lonely,1
"goodbye everyone, i am going to jaan dena",2
i am feeling vibing today,0
tbh i am just cooked,1
i'm literally overwhelmed rn,1
feeling tired and tired at the same time,1
just passed my exams and feeling better,0
life is lit ig,0
bestie i'm fine ig,0
why is everything so numb?,1
just passed my exams and feeling better,0
zindagi khatam karne ka mann kar raha hai,2
"goodbye everyone, i am going to marna",2
feeling literally lit because i secured the bag,0
i am going to hurt myself,2
why is everything so tired?,1
just passed my exams and feeling mast,0
i am feeling mast today,0
bestie i'm sorted bestie,0
"bruh i feel like finished, i should quit life",2
breakup is making me overwhelmed,1
pressure is making me burnt out,1
feeling so better because i passed my exams,0
why is everything so fumbled?,1
no cap i super fumbled today,1
bhai i literally fumbled today,1
i feel lonely bestie,1
just going to a party and feeling vibing,0
why is everything so burnt out?,1
i'm literally hopeless lol,1
i'm literally sad cooked,1
life is better no cap,0
"bruh i feel like no way out, i should zahar kha lun",2
feeling depressed and depressed at the same time,1
i am feeling slaying today,0
i am feeling badhiya today,0
deadass gonna never wake up,2
zindagi khatam karne ka mann kar raha hai,2
"goodbye everyone, i am going to never wake up",2
just going to a party and feeling slaying,0
deadass gonna disappear forever,2
life is lit bestie,0
bahut numb feel ho raha hai yaar,1
bahut hopeless feel ho raha hai bestie,1
i am feeling badhiya today,0
fr finally met my friends,0
life is better tho,0
deadass gonna never wake up,2
i am going to disappear forever,2
breakup is making me udas,1
bruh i am just tired,1
i am going to disappear forever,2
"ab nahi jhela jata, i want to khatam karun",2
better to zahar kha lun than live like this,2
"goodbye everyone, i am going to suicide",2
"ab nahi jhela jata, i want to quit life",2
i am feeling lit today,0
zindagi khatam karne ka mann kar raha hai,2
lowkey finally going to a party,0
i am feeling slaying today,0
listen finally hit a new pr,0
life is mast no cap,0
zindagi khatam karne ka mann kar raha hai,2
zindagi khatam karne ka mann kar raha hai,2
just met my friends and feeling goated,0
bestie i'm crushing it smh,0
no cap i very fumbled today,1
why is everything so depressed?,1
everything is goated bhai,0
no cap i deadass fumbled today,1
anxiety is making me overwhelmed,1
just met my friends and feeling lit,0
i want to never wake up yaar,2
"ab nahi jhela jata, i want to suicide",2
better to marna than live like this,2
i want to jump off ig,2
deadass gonna jaan dena,2
i'm literally finished smh,1
better to kill myself than live like this,2
i feel cooked literally,1
deadass gonna kill myself,2
better to end it all than live like this,2
bruh today was better,0
life is fine smh,0
bhai today was fine,0
why is everything so sad?,1
feeling down bad and down bad at the same time,1
"ab nahi jhela jata, i want to zahar kha lun",2
deadass gonna hurt myself,2
deadass gonna suicide,2
just hit a new pr and feeling fine,0
"lowkey i feel like worthless, i should die",2
"ab nahi jhela jata, i want to end it all",2
"goodbye everyone, i am going to quit life",2
deadass finally slept well,0
i'm literally stressed lol,1
"goodbye everyone, i am going to suicide",2
bhai i'm deadass burnt out,1
i am going to jaan dena,2
i'm literally lonely tho,1
"ab nahi jhela jata, i want to zahar kha lun",2
bestie i'm productive lol,0
feeling stressed and stressed at the same time,1
feeling depressed and depressed at the same time,1
i am feeling better today,0
i am feeling badhiya today,0
i am feeling badhiya today,0
fr today was vibing,0
i am going to suicide,2
basically today was fine,0
life is mast bestie,0
i want to marna bestie,2
tbh i so fumbled today,1
better to die than live like this,2
bruh i kafi fumbled today,1
i want to disappear forever no cap,2
why is everything so depressed?,1
better to kill myself than live like this,2
"ab nahi jhela jata, i want to quit life",2
i want to suicide vibes,2
"goodbye everyone, i am going to never wake up",2
i am feeling chill today,0
i am going to never wake up,2
i am going to disappear forever,2
everything is badhiya bestie,0
"ab nahi jhela jata, i want to never wake up",2
bahut exhausted feel ho raha hai bhai,1
zindagi khatam karne ka mann kar raha hai,2
yar i am just overwhelmed,1
"bhai i'm a burden, i just wanna jaan dena",2
zindagi khatam karne ka mann kar raha hai,2
bahut fumbled feel ho raha hai ig,1
i am going to end it all,2
feeling hopeless and hopeless at the same time,1
feeling hopeless and hopeless at the same time,1
better to end it all than live like this,2
burden is making me stressed,1
why is everything so overwhelmed?,1
"tbh i feel like worthless, i should never wake up",2
just slept well and feeling vibing,0
deadass i very fumbled today,1
life is goated vibes,0
life is vibing no cap,0
fr today was better,0
bhai finally got a job,0
honestly i am just stressed,1
deadass gonna jaan dena,2
deadass gonna never wake up,2
i want to end it all tho,2
zindagi khatam karne ka mann kar raha hai,2
i am going to end it all,2
i want to suicide tho,2
i am going to kill myself,2
"bhai i'm worthless, i just wanna jaan dena",2
just chilling with fam and feeling better,0
feeling deadass sorted because i met my friends,0
fomo is making me finished,1
deadass gonna disappear forever,2
feeling sad and sad at the same time,1
overthinking is making me finished,1
"tbh i feel like failure at everything, i should khatam karun",2
"ab nahi jhela jata, i want to kill myself",2
just slept well and feeling badhiya,0
"goodbye everyone, i am going to end it all",2
life is vibing bhai,0
"goodbye everyone, i am going to jaan dena",2
better to kill myself than live like this,2
bhai i'm deadass fumbled,1
bestie i'm better bestie,0
life is mast lol,0
feeling fumbled and fumbled at the same time,1
bahut numb feel ho raha hai bhai,1
deadass gonna zahar kha lun,2
i am feeling slaying today,0
why is everything so finished?,1
just found a new banger song and feeling sorted,0
why is everything so down bad?,1
deadass finally hit a new pr,0
everything is badhiya bhai,0
i feel down bad bestie,1
i am feeling slaying today,0
just secured the bag and feeling lit,0
i feel udas yaar,1
feeling so vibing because i slept well,0
why is everything so cooked?,1
honestly finally chilling with fam,0
better to die than live like this,2
i am feeling sorted today,0
zindagi khatam karne ka mann kar raha hai,2
fr today was slaying,0
"ab nahi jhela jata, i want to khatam karun",2
i want to kill myself rn,2
bhai today was fine,0
deadass gonna disappear forever,2
bahut udas feel ho raha hai ig,1
academic pressure is making me stressed,1
feeling very badhiya because i finished the project,0
"ab nahi jhela jata, i want to never wake up",2
life is chill tho,0
"bhai i'm broken, i just wanna marna",2
i am going to never wake up,2
zindagi khatam karne ka mann kar raha hai,2
burden is making me fumbled,1
deadass gonna end it all,2
i am feeling fine today,0
everything is badhiya vibes,0
anxiety is making me burnt out,1
bestie i'm mast rn,0
"goodbye everyone, i am going to disappear forever",2
i am going to hurt myself,2
bestie i'm mast ig,0
listen i literally fumbled today,1
bruh finally slept well,0
i am going to khatam karun,2
i am going to disappear forever,2
tbh i so fumbled today,1
life is crushing it fr,0
everything is chill vibes,0
bestie i'm fine lol,0
"bhai i'm failure at everything, i just wanna quit life",2
bhai i'm deadass sad,1
"bhai i'm worthless, i just wanna end it all",2
overthinking is making me exhausted,1
"deadass i feel like broken, i should end it all",2
fr today was productive,0
i feel down bad cooked,1
feeling literally sorted because i chilling with fam,0
i am feeling lit today,0
life is crushing it yaar,0
i'm literally cooked vibes,1
basically i am just hopeless,1
zindagi khatam karne ka mann kar raha hai,2
bestie i'm fine rn,0
just going to a party and feeling badhiya,0
bestie i'm sorted yaar,0
why is everything so udas?,1
just met my friends and feeling productive,0
bestie i'm crushing it fr,0
bestie i'm sorted rn,0
"bhai i'm worthless, i just wanna hurt myself",2
bestie i'm lit literally,0
fr finally found a new banger song,0
bhai finally finished the project,0
feeling hella better because i finished the project,0
feeling lonely and lonely at the same time,1
feeling hella lit because i passed my exams,0
everything is better cooked,0
i am going to suicide,2
life is chill fr,0
i am going to jaan dena,2
"goodbye everyone, i am going to die",2
no cap today was crushing it,0
just slept well and feeling sorted,0
"bhai i'm worthless, i just wanna jaan dena",2
bahut lonely feel ho raha hai no cap,1
feeling overwhelmed and overwhelmed at the same time,1
"bhai i'm done with life, i just wanna kill myself",2
basically i deadass fumbled today,1
life is productive lol,0
ngl finally going to a party,0
i am going to kill myself,2
failure is making me down bad,1
"deadass i feel like a burden, i should end it all",2
feeling super vibing because i going to a party,0
feeling cooked and cooked at the same time,1
bestie i'm vibing no cap,0
yar today was lit,0
bestie i'm productive bhai,0
honestly today was mast,0
honestly i literally fumbled today,1
i'm literally numb lol,1
zindagi khatam karne ka mann kar raha hai,2
"goodbye everyone, i am going to zahar kha lun",2
tbh finally got a job,0
deadass i hella fumbled today,1
anxiety is making me fumbled,1
feeling numb and numb at the same time,1
zindagi khatam karne ka mann kar raha hai,2
why is everything so burnt out?,1
life is better cooked,0
i am going to quit life,2
i am feeling goated today,0
bahut udas feel ho raha hai lol,1
"no cap i feel like worthless, i should marna",2
fr i am just down bad,1
i'm literally lonely bhai,1
"ab nahi jhela jata, i want to khatam karun",2
deadass i am just exhausted,1
bahut depressed feel ho raha hai lol,1
bhai i'm deadass numb,1
life is better fr,0
zindagi khatam karne ka mann kar raha hai,2
deadass gonna end it all,2
bhai i'm deadass depressed,1
bahut depressed feel ho raha hai tho,1
feeling super badhiya because i found a new banger song,0
zindagi khatam karne ka mann kar raha hai,2
zindagi khatam karne ka mann kar raha hai,2
fr i am just burnt out,1
why is everything so tired?,1
pressure is making me down bad,1
deadass today was productive,0
burden is making me numb,1
better to jaan dena than live like this,2
tbh i am just cooked,1
i'm literally tired bhai,1
breakup is making me overwhelmed,1
bhai i'm deadass hopeless,1
i want to quit life rn,2
bhai i'm deadass fumbled,1
bestie i'm fine fr,0
i am going to khatam karun,2
listen finally slept well,0
life is mast bestie,0
listen i totally fumbled today,1
i feel fumbled tho,1
deadass gonna die,2
i'm literally udas bestie,1
"goodbye everyone, i am going to jaan dena",2
i am feeling sorted today,0
i'm literally hopeless ig,1
basically i am just lonely,1
i am going to zahar kha lun,2
feeling so sorted because i hit a new pr,0
"ab nahi jhela jata, i want to end it all",2
fr i am just exhausted,1
why is everything so finished?,1
bahut udas feel ho raha hai tho,1
better to kill myself than live like this,2
life is crushing it bhai,0
bruh today was chill,0
better to quit life than live like this,2
life is crushing it fr,0
bruh i am just fumbled,1
feeling hella slaying because i met my friends,0
i feel down bad fr,1
"ab nahi jhela jata, i want to disappear forever",2
life is goated tho,0
feeling tired and tired at the same time,1
stress is making me numb,1
listen i am just hopeless,1
i am feeling better today,0
why is everything so stressed?,1
i am going to marna,2
"goodbye everyone, i am going to hurt myself",2
"fr i feel like no way out, i should end it all",2
i want to never wake up yaar,2
feeling depressed and depressed at the same time,1
bhai i'm deadass tired,1
bestie i'm vibing cooked,0
"deadass i feel like broken, i should khatam karun",2
i am feeling vibing today,0
"ab nahi jhela jata, i want to khatam karun",2
deadass gonna end it all,2
better to khatam karun than live like this,2
feeling exhausted and exhausted at the same time,1
deadass gonna never wake up,2
burden is making me numb,1
zindagi khatam karne ka mann kar raha hai,2
i want to end it all no cap,2
"goodbye everyone, i am going to jump off",2
tension is making me lonely,1
just finished the project and feeling vibing,0
life is badhiya cooked,0
everything is sorted fr,0
life is badhiya cooked,0
bhai i'm deadass overwhelmed,1
bahut depressed feel ho raha hai bestie,1
i feel burnt out no cap,1
honestly today was mast,0
feeling numb and numb at the same time,1
"no cap i feel like hopeless af, i should jump off",2
"goodbye everyone, i am going to never wake up",2
"bhai i'm hopeless af, i just wanna khatam karun",2
overthinking is making me numb,1
life is vibing lol,0
better to quit life than live like this,2
life is lit bestie,0
feeling lonely and lonely at the same time,1
"ab nahi jhela jata, i want to disappear forever",2
feeling so lit because i going to a party,0
"bhai i'm no way out, i just wanna suicide",2
bestie i'm mast literally,0
"ab nahi jhela jata, i want to die",2
i am feeling goated today,0
i feel finished rn,1
"bhai i'm a burden, i just wanna suicide",2
bestie i'm goated fr,0
life is badhiya rn,0
just slept well and feeling crushing it,0
i'm literally overwhelmed bestie,1
"bhai i'm no way out, i just wanna disappear forever",2
bhai finally found a new banger song,0
tbh i kafi fumbled today,1
"bhai i'm broken, i just wanna quit life",2
bestie i'm goated ig,0
just met my friends and feeling badhiya,0
life is fine ig,0
bahut lonely feel ho raha hai smh,1
why is everything so exhausted?,1
bhai i'm deadass tired,1
i am going to hurt myself,2
deadass gonna jump off,2
feeling exhausted and exhausted at the same time,1
bhai i'm deadass lonely,1
lowkey i hella fumbled today,1
i feel stressed ig,1
just met my friends and feeling lit,0
feeling kafi vibing because i chilling with fam,0
feeling so crushing it because i slept well,0
listen finally going to a party,0
no cap i am just fumbled,1
bhai i deadass fumbled today,1
"ab nahi jhela jata, i want to khatam karun",2
just passed my exams and feeling productive,0
feeling depressed and depressed at the same time,1
just hit a new pr and feeling lit,0
bahut depressed feel ho raha hai bestie,1
deadass i super fumbled today,1
better to jump off than live like this,2
deadass gonna marna,2
better to kill myself than live like this,2
"bhai i'm done with life, i just wanna die",2
"goodbye everyone, i am going to die",2
why is everything so lonely?,1
just got a job and feeling vibing,0
i'm literally finished yaar,1
"goodbye everyone, i am going to jump off",2
better to quit life than live like this,2
bahut down bad feel ho raha hai smh,1
bhai i'm deadass lonely,1
zindagi khatam karne ka mann kar raha hai,2
zindagi khatam karne ka mann kar raha hai,2
"ab nahi jhela jata, i want to kill myself",2
listen today was sorted,0
life is goated yaar,0
breakup is making me down bad,1
"ab nahi jhela jata, i want to hurt myself",2
i'm literally down bad tho,1
tbh today was goated,0
bruh i kafi fumbled today,1
deadass gonna khatam karun,2
i'm literally udas ig,1
ngl i deadass fumbled today,1
deadass finally met my friends,0
no cap i really fumbled today,1
bahut down bad feel ho raha hai smh,1
ngl i hella fumbled today,1
i am going to zahar kha lun,2
deadass gonna never wake up,2
"goodbye everyone, i am going to jaan dena",2
i want to quit life smh,2
just going to a party and feeling sorted,0
feeling cooked and cooked at the same time,1
zindagi khatam karne ka mann kar raha hai,2
"ab nahi jhela jata, i want to never wake up",2
bhai i'm deadass overwhelmed,1
zindagi khatam karne ka mann kar raha hai,2
i feel overwhelmed lol,1
"goodbye everyone, i am going to end it all",2
"bhai i'm no way out, i just wanna suicide",2
"ab nahi jhela jata, i want to end it all",2
bhai i'm deadass sad,1
ngl today was goated,0
life is slaying bhai,0
i am feeling chill today,0
deadass today was chill,0
i feel lonely bhai,1
everything is vibing bhai,0
i want to end it all yaar,2
ngl finally got a job,0
zindagi khatam karne ka mann kar raha hai,2
deadass i am just udas,1
why is everything so tired?,1
life is lit ig,0
i feel burnt out lol,1
why is everything so exhausted?,1
feeling deadass crushing it because i finished the project,0
why is everything so tired?,1
"deadass i feel like a burden, i should marna",2
i'm literally tired lol,1
i feel numb literally,1
better to end it all than live like this,2
"honestly i feel like a burden, i should jump off",2
yar i hella fumbled today,1
just finished the project and feeling better,0
i feel lonely no cap,1
deadass finally met my friends,0
"yar i feel like finished, i should quit life",2
bhai i'm deadass sad,1
breakup is making me udas,1
life is chill ig,0
feeling udas and udas at the same time,1
just finished the project and feeling badhiya,0
just slept well and feeling productive,0
bhai i am just down bad,1
everything is slaying bhai,0
feeling down bad and down bad at the same time,1
no cap today was crushing it,0
feeling totally chill because i found a new banger song,0
feeling tired and tired at the same time,1
life is badhiya tho,0
"bhai i'm finished, i just wanna marna",2
basically i super fumbled today,1
"bhai i'm done with life, i just wanna jaan dena",2
feeling depressed and depressed at the same time,1
"honestly i feel like failure at everything, i should die",2
tbh i hella fumbled today,1
bhai i'm deadass fumbled,1
tbh i am just depressed,1
just finished the project and feeling vibing,0
feeling literally badhiya because i chilling with fam,0
"bhai i feel like broken, i should hurt myself",2
"tbh i feel like a burden, i should marna",2
life is better rn,0
fr finally going to a party,0
feeling really badhiya because i finished the project,0
bhai i'm deadass down bad,1
zindagi khatam karne ka mann kar raha hai,2
bestie i'm lit rn,0
zindagi khatam karne ka mann kar raha hai,2
just chilling with fam and feeling mast,0
deadass i am just finished,1
bhai i'm deadass fumbled,1
i am going to khatam karun,2
bestie i'm sorted ig,0
everything is badhiya vibes,0
listen finally hit a new pr,0
feeling really chill because i passed my exams,0
feeling totally sorted because i found a new banger song,0
feeling sad and sad at the same time,1
"goodbye everyone, i am going to kill myself",2
bestie i'm sorted tho,0
i feel exhausted fr,1
ngl i am just lonely,1
i am feeling productive today,0
bhai i'm deadass tired,1
why is everything so overwhelmed?,1
why is everything so numb?,1
bestie i'm slaying tho,0
burden is making me lonely,1
fr finally going to a party,0
"ab nahi jhela jata, i want to quit life",2
bestie i'm mast literally,0
"bhai i'm failure at everything, i just wanna khatam karun",2
deadass gonna end it all,2
"bhai i'm done with life, i just wanna die",2
tbh finally finished the project,0
bhai i'm deadass overwhelmed,1
"honestly i feel like failure at everything, i should jump off",2
everything is productive no cap,0
zindagi khatam karne ka mann kar raha hai,2
i'm literally finished vibes,1
"ngl i feel like broken, i should kill myself",2
better to jump off than live like this,2
bestie i'm goated cooked,0
bahut hopeless feel ho raha hai lol,1
i want to quit life yaar,2
bhai i'm deadass down bad,1
bhai today was goated,0
everything is productive vibes,0
life is goated bhai,0
bestie i'm mast lol,0
everything is goated tho,0
"ab nahi jhela jata, i want to marna",2
tbh finally passed my exams,0
better to khatam karun than live like this,2
fr i super fumbled today,1
better to kill myself than live like this,2
"bhai i'm finished, i just wanna kill myself",2
why is everything so overwhelmed?,1
"ngl i feel like worthless, i should jaan dena",2
everything is sorted tho,0
feeling stressed and stressed at the same time,1
"ab nahi jhela jata, i want to jump off",2
zindagi khatam karne ka mann kar raha hai,2
i am feeling lit today,0
i feel depressed yaar,1
bhai i'm deadass fumbled,1
"listen i feel like a burden, i should quit life",2
everything is better literally,0
feeling literally crushing it because i finished the project,0
i feel tired bestie,1
just going to a party and feeling better,0
feeling stressed and stressed at the same time,1
zindagi khatam karne ka mann kar raha hai,2
yar today was productive,0
bhai i'm deadass cooked,1
feeling hella goated because i found a new banger song,0
deadass gonna marna,2
feeling kafi vibing because i chilling with fam,0
life is lit bestie,0
bahut depressed feel ho raha hai bestie,1
just met my friends and feeling crushing it,0
i am going to hurt myself,2
bahut exhausted feel ho raha hai yaar,1
bhai i'm deadass sad,1
better to kill myself than live like this,2
bahut hopeless feel ho raha hai fr,1
lowkey i am just numb,1
just passed my exams and feeling productive,0
i feel finished tho,1
ngl i am just hopeless,1
"listen i feel like no way out, i should jump off",2
"bhai i'm a burden, i just wanna never wake up",2
feeling stressed and stressed at the same time,1
bestie i'm fine vibes,0
bestie i'm crushing it yaar,0
feeling totally fine because i chilling with fam,0
i want to never wake up rn,2
i am going to die,2
"listen i feel like finished, i should kill myself",2
deadass gonna marna,2
feeling numb and numb at the same time,1
"bhai i'm hopeless af, i just wanna suicide",2
i'm literally exhausted rn,1
everything is goated bhai,0
bestie i'm fine fr,0
i want to kill myself tho,2
honestly i am just depressed,1
listen i am just depressed,1
everything is badhiya yaar,0
"bhai i'm no way out, i just wanna quit life",2
"goodbye everyone, i am going to never wake up",2
i am feeling fine today,0
"goodbye everyone, i am going to disappear forever",2
why is everything so burnt out?,1
bhai i'm deadass cooked,1
just secured the bag and feeling lit,0
zindagi khatam karne ka mann kar raha hai,2
feeling down bad and down bad at the same time,1
listen today was chill,0
why is everything so overwhelmed?,1
i feel exhausted bhai,1
life is chill yaar,0
i am going to suicide,2
feeling really chill because i met my friends,0
i want to jump off ig,2
zindagi khatam karne ka mann kar raha hai,2
life is chill bestie,0
honestly i am just numb,1
life is mast rn,0
"fr i feel like worthless, i should disappear forever",2
stress is making me cooked,1
fr i totally fumbled today,1
just chilling with fam and feeling productive,0
i'm literally overwhelmed fr,1
deadass i so fumbled today,1
"bhai i'm broken, i just wanna marna",2
better to disappear forever than live like this,2
"goodbye everyone, i am going to die",2
deadass gonna jump off,2
deadass gonna zahar kha lun,2
honestly finally finished the project,0
bestie i'm goated rn,0
feeling stressed and stressed at the same time,1
i am going to marna,2
"ab nahi jhela jata, i want to jaan dena",2
"bhai i'm a burden, i just wanna kill myself",2
"goodbye everyone, i am going to kill myself",2
basically i kafi fumbled today,1
zindagi khatam karne ka mann kar raha hai,2
deadass gonna jaan dena,2
feeling tired and tired at the same time,1
i am feeling productive today,0
i am going to end it all,2
deadass gonna marna,2
feeling deadass sorted because i going to a party,0
everything is better smh,0
feeling totally mast because i secured the bag,0
"bhai i'm no way out, i just wanna jaan dena",2
i am going to zahar kha lun,2
just passed my exams and feeling fine,0
just chilling with fam and feeling goated,0
bruh i very fumbled today,1
honestly finally hit a new pr,0
"ab nahi jhela jata, i want to quit life",2
feeling literally fine because i got a job,0
no cap i really fumbled today,1
tbh today was sorted,0
i am feeling slaying today,0
"goodbye everyone, i am going to jump off",2
tbh finally going to a party,0
feeling hella vibing because i found a new banger song,0
why is everything so stressed?,1
tbh i literally fumbled today,1
deadass gonna marna,2
"ngl i feel like finished, i should quit life",2
i want to hurt myself smh,2
everything is mast tho,0
