text,label
"tbh i feel like no way out, i should marna",2
bestie i'm fine cooked,0
bahut stressed feel ho raha hai rn,1
deadass i am just udas,1
yar today was vibing,0
feeling hella mast because i finished the project,0
feeling hella lit because i met my friends,0
fr today was goated,0
i'm literally lonely lol,1
life is lit yaar,0
lowkey i am just overwhelmed,1
feeling really lit because i got a job,0
"tbh i feel like worthless, i should end it all",2
listen i am just cooked,1
bestie i'm vibing vibes,0
tension is making me stressed,1
"tbh i feel like broken, i should quit life",2
i'm literally burnt out bestie,1
bahut tired feel ho raha hai bestie,1
just found a new banger song and feeling chill,0
i want to die yaar,2
i feel lonely lol,1
life is goated ig,0
i want to kill myself no cap,2
tbh i so fumbled today,1
bahut stressed feel ho raha hai lol,1
"bhai i feel like hopeless af, i should zahar kha lun",2
feeling so slaying because i secured the bag,0
tension is making me sad,1
feeling really better because i passed my exams,0
"listen i feel like finished, i should hurt myself",2
i'm literally depressed fr,1
i'm literally numb smh,1
feeling really sorted because i met my friends,0
"ngl i feel like broken, i should suicide",2
tbh today was badhiya,0
life is mast rn,0
bahut burnt out feel ho raha hai bestie,1
deadass i am just burnt out,1
overthinking is making me exhausted,1
stress is making me overwhelmed,1
basically finally found a new banger song,0
i feel stressed literally,1
"listen i feel like done with life, i should never wake up",2
i feel overwhelmed literally,1
feeling totally lit because i met my friends,0
i'm literally burnt out vibes,1
deadass i kafi fumbled today,1
bahut burnt out feel ho raha hai cooked,1
feeling super badhiya because i met my friends,0
i want to marna literally,2
i feel fumbled lol,1
i feel overwhelmed yaar,1
i want to khatam karun vibes,2
yar finally finished the project,0
feeling deadass sorted because i found a new banger song,0
i'm literally udas bestie,1
feeling literally crushing it because i hit a new pr,0
i want to quit life vibes,2
feeling totally sorted because i met my friends,0
bestie i'm crushing it yaar,0
everything is chill yaar,0
breakup is making me down bad,1
listen i am just stressed,1
feeling really productive because i finished the project,0
pressure is making me burnt out,1
life is goated yaar,0
bahut fumbled feel ho raha hai bhai,1
i'm literally udas vibes,1
feeling hella crushing it because i met my friends,0
"fr i feel like broken, i should jaan dena",2
bahut down bad feel ho raha hai bestie,1
life is vibing fr,0
feeling hella mast because i going to a party,0
feeling deadass fine because i found a new banger song,0
bahut finished feel ho raha hai rn,1
ngl today was better,0
bahut cooked feel ho raha hai rn,1
bruh i kafi fumbled today,1
"bhai i feel like a burden, i should end it all",2
"no cap i feel like worthless, i should never wake up",2
life is sorted literally,0
i'm literally finished fr,1
"ngl i feel like failure at everything, i should jaan dena",2
feeling very slaying because i finished the project,0
everything is sorted rn,0
feeling very mast because i finished the project,0
"no cap i feel like done with life, i should suicide",2
lowkey i am just numb,1
everything is slaying rn,0
i feel down bad no cap,1
"honestly i feel like finished, i should end it all",2
i feel numb no cap,1
breakup is making me exhausted,1
feeling really slaying because i met my friends,0
i'm literally lonely bestie,1
bahut sad feel ho raha hai yaar,1
bahut stressed feel ho raha hai yaar,1
just chilling with fam and feeling badhiya,0
"basically i feel like finished, i should disappear forever",2
life is badhiya smh,0
"lowkey i feel like broken, i should kill myself",2
"bhai i'm finished, i just wanna end it all",2
bhai i really fumbled today,1
feeling so mast because i slept well,0
i'm literally sad ig,1
bestie i'm lit rn,0
"yar i feel like broken, i should khatam karun",2
"bhai i'm hopeless af, i just wanna khatam karun",2
i want to kill myself bhai,2
bahut tired feel ho raha hai no cap,1
bestie i'm crushing it tho,0
"lowkey i feel like broken, i should disappear forever",2
just found a new banger song and feeling crushing it,0
just secured the bag and feeling slaying,0
i'm literally burnt out tho,1
feeling totally sorted because i chilling with fam,0
bahut stressed feel ho raha hai fr,1
"deadass i feel like finished, i should zahar kha lun",2
bahut depressed feel ho raha hai smh,1
"basically i feel like worthless, i should marna",2
"bhai i'm worthless, i just wanna never wake up",2
bahut burnt out feel ho raha hai tho,1
feeling super chill because i found a new banger song,0
everything is better smh,0
i'm literally stressed lol,1
feeling literally vibing because i hit a new pr,0
listen finally found a new banger song,0
listen finally secured the bag,0
i feel burnt out smh,1
i want to suicide fr,2
tension is making me overwhelmed,1
pressure is making me exhausted,1
listen finally finished the project,0
feeling very slaying because i met my friends,0
"deadass i feel like failure at everything, i should marna",2
bestie i'm slaying fr,0
tension is making me burnt out,1
fomo is making me down bad,1
i feel numb bhai,1
"bhai i'm worthless, i just wanna end it all",2
"bhai i'm no way out, i just wanna jaan dena",2
feeling kafi vibing because i slept well,0
feeling literally crushing it because i met my friends,0
i'm literally numb yaar,1
"lowkey i feel like a burden, i should jump off",2
yar i am just overwhelmed,1
"honestly i feel like a burden, i should kill myself",2
i want to marna fr,2
honestly i hella fumbled today,1
i want to khatam karun cooked,2
bestie i'm fine bhai,0
overthinking is making me stressed,1
i feel down bad rn,1
"listen i feel like failure at everything, i should never wake up",2
i feel down bad yaar,1
bestie i'm better vibes,0
anxiety is making me depressed,1
feeling so fine because i got a job,0
bestie i'm goated fr,0
"fr i feel like no way out, i should never wake up",2
feeling totally mast because i secured the bag,0
"fr i feel like no way out, i should suicide",2
feeling very sorted because i passed my exams,0
deadass i hella fumbled today,1
i feel lonely tho,1
"deadass i feel like no way out, i should end it all",2
fr i really fumbled today,1
"listen i feel like worthless, i should suicide",2
bestie i'm better smh,0
everything is chill lol,0
"tbh i feel like hopeless af, i should khatam karun",2
everything is vibing smh,0
ngl today was chill,0
bahut depressed feel ho raha hai vibes,1
bruh i am just finished,1
tbh i am just hopeless,1
i feel overwhelmed tho,1
life is productive bhai,0
bestie i'm better fr,0
life is chill fr,0
bahut numb feel ho raha hai fr,1
feeling kafi vibing because i going to a party,0
i feel stressed yaar,1
i'm literally hopeless tho,1
"honestly i feel like no way out, i should die",2
feeling totally slaying because i slept well,0
i want to khatam karun lol,2
i'm literally tired ig,1
"bhai i feel like hopeless af, i should jaan dena",2
overthinking is making me numb,1
feeling super crushing it because i passed my exams,0
bhai today was vibing,0
feeling deadass mast because i passed my exams,0
"fr i feel like broken, i should jump off",2
i'm literally overwhelmed smh,1
bestie i'm slaying bestie,0
tbh finally passed my exams,0
ngl today was productive,0
feeling hella better because i secured the bag,0
bahut exhausted feel ho raha hai no cap,1
"fr i feel like worthless, i should disappear forever",2
"fr i feel like done with life, i should jaan dena",2
bahut cooked feel ho raha hai literally,1
"lowkey i feel like failure at everything, i should zahar kha lun",2
bahut down bad feel ho raha hai yaar,1
"honestly i feel like no way out, i should zahar kha lun",2
feeling very lit because i found a new banger song,0
everything is mast tho,0
feeling deadass productive because i secured the bag,0
i feel lonely vibes,1
just found a new banger song and feeling fine,0
bruh i am just fumbled,1
i'm literally exhausted tho,1
fr finally found a new banger song,0
feeling literally better because i secured the bag,0
i feel fumbled rn,1
basically today was productive,0
"listen i feel like finished, i should jaan dena",2
"listen i feel like failure at everything, i should end it all",2
lowkey i really fumbled today,1
lowkey i am just lonely,1
"listen i feel like hopeless af, i should zahar kha lun",2
feeling really fine because i finished the project,0
bahut cooked feel ho raha hai fr,1
ngl today was vibing,0
i feel finished lol,1
bahut exhausted feel ho raha hai ig,1
i want to kill myself smh,2
bahut depressed feel ho raha hai yaar,1
"bhai i'm finished, i just wanna jaan dena",2
deadass today was crushing it,0
honestly finally got a job,0
feeling super slaying because i secured the bag,0
lowkey today was lit,0
just got a job and feeling fine,0
i want to never wake up lol,2
"no cap i feel like finished, i should jaan dena",2
life is goated cooked,0
everything is vibing no cap,0
yar today was fine,0
deadass finally secured the bag,0
honestly i kafi fumbled today,1
bahut udas feel ho raha hai vibes,1
feeling totally lit because i finished the project,0
lowkey today was slaying,0
deadass i very fumbled today,1
life is vibing rn,0
bahut fumbled feel ho raha hai ig,1
no cap i am just sad,1
feeling very productive because i secured the bag,0
failure is making me depressed,1
bahut tired feel ho raha hai bhai,1
just going to a party and feeling badhiya,0
"bhai i'm broken, i just wanna kill myself",2
bahut sad feel ho raha hai cooked,1
i'm literally lonely tho,1
"yar i feel like broken, i should disappear forever",2
"bruh i feel like a burden, i should quit life",2
fr today was fine,0
fr today was vibing,0
i feel cooked no cap,1
honestly i am just sad,1
pressure is making me udas,1
"tbh i feel like no way out, i should end it all",2
feeling very crushing it because i hit a new pr,0
academic pressure is making me finished,1
ngl finally slept well,0
bahut lonely feel ho raha hai rn,1
tension is making me exhausted,1
i want to disappear forever tho,2
feeling so slaying because i found a new banger song,0
"ngl i feel like a burden, i should khatam karun",2
i want to kill myself fr,2
ngl today was goated,0
bahut lonely feel ho raha hai tho,1
bestie i'm better bestie,0
life is chill no cap,0
i'm literally numb fr,1
bestie i'm slaying no cap,0
i'm literally stressed tho,1
i want to never wake up rn,2
"bhai i'm hopeless af, i just wanna jaan dena",2
i want to hurt myself vibes,2
lowkey finally finished the project,0
life is goated fr,0
anxiety is making me hopeless,1
i feel overwhelmed ig,1
i want to khatam karun rn,2
"yar i feel like failure at everything, i should end it all",2
just going to a party and feeling slaying,0
"bhai i'm a burden, i just wanna never wake up",2
"basically i feel like worthless, i should hurt myself",2
overthinking is making me cooked,1
"honestly i feel like broken, i should khatam karun",2
bhai today was fine,0
"deadass i feel like a burden, i should disappear forever",2
bruh finally chilling with fam,0
bruh today was lit,0
feeling literally slaying because i finished the project,0
life is slaying rn,0
bahut sad feel ho raha hai vibes,1
bahut finished feel ho raha hai bestie,1
bahut lonely feel ho raha hai yaar,1
"bhai i'm broken, i just wanna end it all",2
i feel udas ig,1
listen i am just hopeless,1
i feel burnt out fr,1
i want to zahar kha lun vibes,2
"basically i feel like broken, i should khatam karun",2
pressure is making me tired,1
feeling hella chill because i found a new banger song,0
"no cap i feel like failure at everything, i should khatam karun",2
"bhai i'm broken, i just wanna zahar kha lun",2
ngl i am just overwhelmed,1
bahut overwhelmed feel ho raha hai ig,1
life is crushing it vibes,0
everything is lit tho,0
burden is making me tired,1
tbh i am just cooked,1
just passed my exams and feeling better,0
bestie i'm fine ig,0
feeling literally lit because i secured the bag,0
just passed my exams and feeling mast,0
bestie i'm sorted bestie,0
"bruh i feel like finished, i should quit life",2
breakup is making me overwhelmed,1
feeling so better because i passed my exams,0
bhai i literally fumbled today,1
just going to a party and feeling vibing,0
i'm literally hopeless lol,1
"bruh i feel like no way out, i should zahar kha lun",2
bahut hopeless feel ho raha hai bestie,1
bruh i am just tired,1
i want to never wake up yaar,2
i want to jump off ig,2
"lowkey i feel like worthless, i should die",2
basically today was fine,0
life is mast bestie,0
i want to marna bestie,2
everything is badhiya bestie,0
burden is making me stressed,1
"tbh i feel like worthless, i should never wake up",2
life is vibing no cap,0
i want to suicide tho,2
feeling deadass sorted because i met my friends,0
overthinking is making me finished,1
"tbh i feel like failure at everything, i should khatam karun",2
life is vibing bhai,0
life is mast lol,0
deadass finally hit a new pr,0
everything is badhiya bhai,0
i feel down bad bestie,1
just secured the bag and feeling lit,0
i feel udas yaar,1
feeling so vibing because i slept well,0
honestly finally chilling with fam,0
i want to kill myself rn,2
feeling very badhiya because i finished the project,0
burden is making me fumbled,1
bestie i'm mast rn,0
bruh finally slept well,0
life is crushing it fr,0
everything is chill vibes,0
"deadass i feel like broken, i should end it all",2
fr today was productive,0
i feel down bad cooked,1
feeling literally sorted because i chilling with fam,0
life is crushing it yaar,0
bestie i'm fine rn,0
bestie i'm lit literally,0
feeling hella better because i finished the project,0
feeling hella lit because i passed my exams,0
no cap today was crushing it,0
bahut lonely feel ho raha hai no cap,1
basically i deadass fumbled today,1
life is productive lol,0
ngl finally going to a party,0
failure is making me down bad,1
"deadass i feel like a burden, i should end it all",2
life is better cooked,0
"no cap i feel like worthless, i should marna",2
bahut depressed feel ho raha hai lol,1
deadass today was productive,0
i want to quit life rn,2
bestie i'm fine fr,0
i'm literally hopeless ig,1
feeling so sorted because i hit a new pr,0
fr i am just exhausted,1
bahut udas feel ho raha hai tho,1
life is crushing it bhai,0
bruh today was chill,0
feeling hella slaying because i met my friends,0
i feel down bad fr,1
stress is making me numb,1
"fr i feel like no way out, i should end it all",2
"deadass i feel like broken, i should khatam karun",2
i want to end it all no cap,2
life is badhiya cooked,0
i feel burnt out no cap,1
"no cap i feel like hopeless af, i should jump off",2
life is vibing lol,0
feeling so lit because i going to a party,0
"bhai i'm no way out, i just wanna suicide",2
bestie i'm mast literally,0
"bhai i'm a burden, i just wanna suicide",2
life is badhiya rn,0
tbh i kafi fumbled today,1
bestie i'm goated ig,0
bahut lonely feel ho raha hai smh,1
lowkey i hella fumbled today,1
feeling kafi vibing because i chilling with fam,0
feeling so crushing it because i slept well,0
i'm literally finished yaar,1
ngl i deadass fumbled today,1
deadass finally met my friends,0
no cap i really fumbled today,1
deadass today was chill,0
everything is vibing bhai,0
i feel burnt out lol,1
"deadass i feel like a burden, i should marna",2
i feel numb literally,1
"honestly i feel like a burden, i should jump off",2
i feel lonely no cap,1
life is chill ig,0
just finished the project and feeling badhiya,0
feeling totally chill because i found a new banger song,0
"bhai i'm done with life, i just wanna jaan dena",2
"honestly i feel like failure at everything, i should die",2
tbh i hella fumbled today,1
feeling literally badhiya because i chilling with fam,0
"bhai i feel like broken, i should hurt myself",2
"tbh i feel like a burden, i should marna",2
fr finally going to a party,0
feeling really badhiya because i finished the project,0
deadass i am just finished,1
feeling really chill because i passed my exams,0
i feel exhausted fr,1
"bhai i'm failure at everything, i just wanna khatam karun",2
"honestly i feel like failure at everything, i should jump off",2
"ngl i feel like broken, i should kill myself",2
bahut hopeless feel ho raha hai lol,1
i want to quit life yaar,2
bhai today was goated,0
life is goated bhai,0
bestie i'm mast lol,0
fr i super fumbled today,1
i feel depressed yaar,1
"listen i feel like a burden, i should quit life",2
feeling literally crushing it because i finished the project,0
i feel tired bestie,1
feeling hella goated because i found a new banger song,0
bahut exhausted feel ho raha hai yaar,1
bahut hopeless feel ho raha hai fr,1
i feel finished tho,1
ngl i am just hopeless,1
"listen i feel like no way out, i should jump off",2
bestie i'm fine vibes,0
feeling totally fine because i chilling with fam,0
"listen i feel like finished, i should kill myself",2
i'm literally exhausted rn,1
i want to kill myself tho,2
honestly i am just depressed,1
feeling really chill because i met my friends,0
life is chill bestie,0
honestly i am just numb,1
fr i totally fumbled today,1
just chilling with fam and feeling productive,0
i'm literally overwhelmed fr,1
bestie i'm goated rn,0
feeling deadass sorted because i going to a party,0
just passed my exams and feeling fine,0
feeling literally fine because i got a job,0
feeling hella vibing because i found a new banger song,0
"ngl i feel like finished, i should quit life",2
i want to kill myself lol,2
bhai i am just finished,1
i'm literally cooked no cap,1
overthinking is making me down bad,1
i want to end it all ig,2
no cap today was chill,0
just secured the bag and feeling badhiya,0
stress is making me lonely,1
feeling totally better because i finished the project,0
"honestly i feel like hopeless af, i should zahar kha lun",2
yar i am just cooked,1
bestie i'm better bhai,0
bruh finally met my friends,0
lowkey finally hit a new pr,0
lowkey i am just depressed,1
feeling kafi lit because i met my friends,0
i feel finished yaar,1
bestie i'm better literally,0
honestly i am just udas,1
tbh today was productive,0
no cap i kafi fumbled today,1
bestie i'm lit bestie,0
basically today was chill,0
feeling super sorted because i hit a new pr,0
bruh i so fumbled today,1
"lowkey i feel like failure at everything, i should jump off",2
feeling super better because i chilling with fam,0
bahut udas feel ho raha hai fr,1
i'm literally hopeless vibes,1
feeling totally chill because i hit a new pr,0
just found a new banger song and feeling slaying,0
bahut fumbled feel ho raha hai no cap,1
everything is productive literally,0
feeling super sorted because i slept well,0
ngl i very fumbled today,1
"lowkey i feel like no way out, i should end it all",2
feeling really better because i secured the bag,0
feeling really better because i finished the project,0
"honestly i feel like a burden, i should marna",2
fomo is making me udas,1
i want to end it all rn,2
no cap i am just tired,1
lowkey finally passed my exams,0
everything is better rn,0
bestie i'm badhiya fr,0
basically i am just burnt out,1
burden is making me burnt out,1
i feel udas tho,1
"bruh i feel like done with life, i should hurt myself",2
just passed my exams and feeling lit,0
just hit a new pr and feeling goated,0
"tbh i feel like failure at everything, i should quit life",2
just got a job and feeling chill,0
life is better lol,0
"basically i feel like a burden, i should kill myself",2
i want to disappear forever smh,2
everything is fine vibes,0
"bruh i feel like no way out, i should quit life",2
basically i am just depressed,1
everything is productive bestie,0
"no cap i feel like worthless, i should jaan dena",2
feeling kafi better because i chilling with fam,0
bhai i am just exhausted,1
deadass today was mast,0
"fr i feel like done with life, i should never wake up",2
i want to jaan dena rn,2
just going to a party and feeling goated,0
i'm literally exhausted bhai,1
bahut depressed feel ho raha hai literally,1
bahut sad feel ho raha hai no cap,1
basically finally going to a party,0
lowkey i deadass fumbled today,1
just slept well and feeling chill,0
"honestly i feel like a burden, i should khatam karun",2
tbh i really fumbled today,1
i'm literally finished tho,1
everything is chill rn,0
honestly i am just fumbled,1
i want to khatam karun no cap,2
feeling super chill because i passed my exams,0
listen today was fine,0
bahut numb feel ho raha hai tho,1
feeling very mast because i hit a new pr,0
bruh i am just overwhelmed,1
feeling kafi mast because i found a new banger song,0
everything is fine bhai,0
i feel tired ig,1
i want to jaan dena no cap,2
i feel tired fr,1
life is lit vibes,0
feeling super productive because i chilling with fam,0
everything is lit bhai,0
"bhai i feel like broken, i should disappear forever",2
deadass today was vibing,0
feeling really badhiya because i got a job,0
anxiety is making me lonely,1
i feel cooked lol,1
everything is mast bhai,0
life is productive no cap,0
bruh i hella fumbled today,1
ngl finally hit a new pr,0
lowkey i kafi fumbled today,1
i'm literally cooked tho,1
feeling literally goated because i met my friends,0
pressure is making me hopeless,1
feeling totally better because i secured the bag,0
bahut cooked feel ho raha hai smh,1
i want to end it all lol,2
feeling totally better because i got a job,0
"honestly i feel like broken, i should zahar kha lun",2
feeling totally better because i passed my exams,0
"basically i feel like broken, i should jump off",2
"bhai i'm finished, i just wanna hurt myself",2
life is productive fr,0
i feel exhausted yaar,1
bhai i am just depressed,1
deadass finally found a new banger song,0
feeling really mast because i hit a new pr,0
i feel overwhelmed rn,1
burden is making me finished,1
i want to hurt myself no cap,2
"no cap i feel like failure at everything, i should marna",2
feeling literally lit because i finished the project,0
bahut lonely feel ho raha hai ig,1
i feel overwhelmed vibes,1
feeling super lit because i met my friends,0
i feel overwhelmed bestie,1
bestie i'm badhiya bestie,0
feeling so lit because i slept well,0
"deadass i feel like worthless, i should suicide",2
i want to zahar kha lun ig,2
feeling literally mast because i hit a new pr,0
i want to zahar kha lun literally,2
i want to kill myself literally,2
life is sorted rn,0
i feel tired no cap,1
honestly i am just finished,1
honestly i am just down bad,1
everything is lit rn,0
feeling literally productive because i going to a party,0
feeling totally lit because i hit a new pr,0
bahut finished feel ho raha hai cooked,1
feeling kafi better because i got a job,0
feeling really sorted because i found a new banger song,0
"bruh i feel like failure at everything, i should jump off",2
just met my friends and feeling sorted,0
yar i deadass fumbled today,1
i'm literally down bad lol,1
i feel finished vibes,1
breakup is making me hopeless,1
burden is making me hopeless,1
bruh today was badhiya,0
feeling hella better because i got a job,0
tbh today was better,0
feeling very fine because i finished the project,0
bruh i totally fumbled today,1
bahut hopeless feel ho raha hai yaar,1
"bhai i feel like a burden, i should kill myself",2
i feel sad bestie,1
feeling deadass badhiya because i found a new banger song,0
"lowkey i feel like a burden, i should jaan dena",2
feeling literally badhiya because i finished the project,0
bahut stressed feel ho raha hai cooked,1
feeling deadass better because i found a new banger song,0
"ngl i feel like failure at everything, i should quit life",2
everything is productive cooked,0
"basically i feel like worthless, i should disappear forever",2
feeling really crushing it because i got a job,0
i feel fumbled bhai,1
i want to jump off yaar,2
anxiety is making me udas,1
feeling totally slaying because i got a job,0
bahut cooked feel ho raha hai yaar,1
just hit a new pr and feeling productive,0
everything is productive rn,0
"bhai i feel like done with life, i should marna",2
bestie i'm slaying literally,0
bestie i'm mast bhai,0
feeling super fine because i chilling with fam,0
i want to never wake up ig,2
"bhai i'm done with life, i just wanna khatam karun",2
bestie i'm chill vibes,0
"bruh i feel like finished, i should jaan dena",2
"bhai i feel like broken, i should end it all",2
feeling hella sorted because i slept well,0
ngl i so fumbled today,1
"bhai i'm broken, i just wanna disappear forever",2
bhai finally hit a new pr,0
bahut exhausted feel ho raha hai cooked,1
i'm literally tired cooked,1
listen today was lit,0
i feel hopeless bestie,1
i feel cooked bhai,1
"no cap i feel like finished, i should hurt myself",2
feeling deadass crushing it because i hit a new pr,0
life is productive ig,0
feeling kafi vibing because i secured the bag,0
life is goated smh,0
"bhai i'm hopeless af, i just wanna never wake up",2
bestie i'm sorted no cap,0
bahut numb feel ho raha hai ig,1
"bruh i feel like hopeless af, i should never wake up",2
feeling very goated because i chilling with fam,0
feeling so mast because i going to a party,0
feeling kafi lit because i going to a party,0
i want to jaan dena yaar,2
failure is making me overwhelmed,1
tbh i am just overwhelmed,1
tbh i deadass fumbled today,1
i want to suicide smh,2
i'm literally hopeless smh,1
bestie i'm badhiya bhai,0
feeling deadass chill because i passed my exams,0
i'm literally stressed smh,1
life is slaying literally,0
i want to kill myself vibes,2
everything is mast vibes,0
feeling very fine because i found a new banger song,0
bestie i'm vibing ig,0
bestie i'm productive literally,0
i'm literally burnt out cooked,1
"listen i feel like failure at everything, i should kill myself",2
"bruh i feel like worthless, i should disappear forever",2
i feel udas no cap,1
life is productive smh,0
"bhai i'm hopeless af, i just wanna hurt myself",2
feeling literally slaying because i hit a new pr,0
everything is crushing it ig,0
i feel finished bestie,1
i feel tired lol,1
life is chill smh,0
bestie i'm slaying bhai,0
i feel lonely fr,1
anxiety is making me finished,1
i'm literally overwhelmed ig,1
honestly finally slept well,0
i feel stressed bestie,1
everything is goated literally,0
feeling hella slaying because i hit a new pr,0
feeling so better because i finished the project,0
ngl i am just sad,1
feeling kafi crushing it because i passed my exams,0
basically i am just tired,1
burden is making me depressed,1
life is badhiya bestie,0
everything is lit yaar,0
feeling really productive because i found a new banger song,0
feeling really goated because i got a job,0
i feel finished smh,1
bestie i'm fine literally,0
no cap today was vibing,0
i feel lonely literally,1
bahut sad feel ho raha hai fr,1
"ngl i feel like failure at everything, i should jump off",2
i'm literally hopeless rn,1
"ngl i feel like no way out, i should suicide",2
life is vibing literally,0
feeling deadass slaying because i going to a party,0
i want to khatam karun tho,2
yar today was crushing it,0
bestie i'm goated no cap,0
"tbh i feel like worthless, i should zahar kha lun",2
bahut hopeless feel ho raha hai smh,1
i'm literally tired yaar,1
everything is fine ig,0
"basically i feel like done with life, i should never wake up",2
bruh i am just depressed,1
"no cap i feel like a burden, i should kill myself",2
bhai i am just stressed,1
everything is mast ig,0
i feel tired tho,1
"basically i feel like done with life, i should hurt myself",2
"deadass i feel like done with life, i should suicide",2
bestie i'm badhiya smh,0
"no cap i feel like failure at everything, i should disappear forever",2
"basically i feel like broken, i should quit life",2
i want to kill myself ig,2
everything is crushing it lol,0
failure is making me hopeless,1
"bhai i feel like no way out, i should quit life",2
everything is chill no cap,0
honestly i am just lonely,1
i want to khatam karun yaar,2
deadass today was goated,0
life is lit no cap,0
feeling really crushing it because i slept well,0
bahut finished feel ho raha hai lol,1
yar i am just lonely,1
everything is slaying ig,0
deadass i am just hopeless,1
just got a job and feeling lit,0
basically i so fumbled today,1
bestie i'm lit smh,0
i'm literally lonely cooked,1
i feel exhausted vibes,1
"ngl i feel like worthless, i should hurt myself",2
bestie i'm badhiya cooked,0
feeling really lit because i secured the bag,0
bestie i'm chill tho,0
bruh i am just lonely,1
feeling literally crushing it because i going to a party,0
"no cap i feel like broken, i should jump off",2
i'm literally depressed lol,1
i want to khatam karun literally,2
"listen i feel like done with life, i should end it all",2
everything is vibing yaar,0
i want to marna vibes,2
bruh today was goated,0
just got a job and feeling badhiya,0
feeling super productive because i secured the bag,0
feeling totally badhiya because i slept well,0
"ngl i feel like worthless, i should die",2
i feel tired cooked,1
no cap finally got a job,0
feeling deadass productive because i going to a party,0
bahut cooked feel ho raha hai no cap,1
i'm literally hopeless bhai,1
no cap i am just udas,1
bahut exhausted feel ho raha hai lol,1
everything is crushing it yaar,0
pressure is making me sad,1
bahut fumbled feel ho raha hai yaar,1
feeling totally mast because i slept well,0
feeling really productive because i going to a party,0
i feel lonely smh,1
fomo is making me sad,1
bahut udas feel ho raha hai yaar,1
"bhai i'm worthless, i just wanna kill myself",2
"listen i feel like done with life, i should kill myself",2
"bruh i feel like finished, i should never wake up",2
feeling really badhiya because i met my friends,0
life is vibing ig,0
overthinking is making me hopeless,1
life is better ig,0
tbh i am just udas,1
feeling super better because i hit a new pr,0
feeling super mast because i finished the project,0
"basically i feel like no way out, i should jump off",2
everything is mast rn,0
bruh finally finished the project,0
bestie i'm lit cooked,0
stress is making me stressed,1
i feel udas literally,1
everything is sorted lol,0
i want to die rn,2
bahut hopeless feel ho raha hai vibes,1
feeling super mast because i got a job,0
i feel depressed cooked,1
bestie i'm badhiya literally,0
feeling so lit because i secured the bag,0
bahut hopeless feel ho raha hai no cap,1
i'm literally overwhelmed bhai,1
"bhai i'm hopeless af, i just wanna kill myself",2
bahut tired feel ho raha hai fr,1
feeling kafi slaying because i finished the project,0
i want to quit life bhai,2
feeling totally mast because i hit a new pr,0
"fr i feel like failure at everything, i should marna",2
fr finally secured the bag,0
yar i am just stressed,1
i feel fumbled bestie,1
i want to disappear forever lol,2
basically today was goated,0
bahut overwhelmed feel ho raha hai cooked,1
lowkey i so fumbled today,1
"listen i feel like failure at everything, i should jump off",2
feeling super slaying because i passed my exams,0
life is lit cooked,0
life is better bhai,0
ngl today was badhiya,0
feeling so badhiya because i finished the project,0
life is vibing yaar,0
"fr i feel like a burden, i should khatam karun",2
bahut sad feel ho raha hai bestie,1
feeling hella productive because i met my friends,0
i feel udas smh,1
feeling very badhiya because i chilling with fam,0
"honestly i feel like a burden, i should end it all",2
i feel stressed tho,1
feeling totally vibing because i passed my exams,0
feeling very sorted because i chilling with fam,0
feeling so vibing because i chilling with fam,0
bahut fumbled feel ho raha hai bestie,1
i want to marna lol,2
"listen i feel like no way out, i should zahar kha lun",2
i'm literally down bad yaar,1
ngl i really fumbled today,1
i'm literally stressed cooked,1
life is badhiya fr,0
feeling literally lit because i going to a party,0
"fr i feel like a burden, i should hurt myself",2
everything is lit lol,0
"tbh i feel like finished, i should kill myself",2
feeling very mast because i going to a party,0
feeling totally mast because i passed my exams,0
"lowkey i feel like worthless, i should jump off",2
tbh i am just stressed,1
i feel udas cooked,1
i'm literally udas cooked,1
feeling really slaying because i found a new banger song,0
feeling hella goated because i chilling with fam,0
i feel sad fr,1
"no cap i feel like broken, i should disappear forever",2
bahut depressed feel ho raha hai rn,1
just finished the project and feeling goated,0
"yar i feel like a burden, i should quit life",2
bahut burnt out feel ho raha hai smh,1
i'm literally overwhelmed no cap,1
"tbh i feel like finished, i should hurt myself",2
feeling so better because i found a new banger song,0
"basically i feel like a burden, i should never wake up",2
bestie i'm slaying vibes,0
listen i am just overwhelmed,1
feeling hella chill because i slept well,0
"honestly i feel like broken, i should end it all",2
"listen i feel like a burden, i should jump off",2
feeling super vibing because i secured the bag,0
feeling very badhiya because i found a new banger song,0
just got a job and feeling goated,0
i'm literally exhausted vibes,1
basically i am just exhausted,1
"bhai i feel like failure at everything, i should suicide",2
feeling very productive because i found a new banger song,0
everything is slaying literally,0
pressure is making me depressed,1
i feel sad vibes,1
bahut lonely feel ho raha hai bhai,1
bahut exhausted feel ho raha hai tho,1
i want to suicide no cap,2
pressure is making me overwhelmed,1
feeling totally goated because i chilling with fam,0
"fr i feel like worthless, i should jaan dena",2
basically i am just down bad,1
feeling totally chill because i chilling with fam,0
"tbh i feel like hopeless af, i should jaan dena",2
feeling really crushing it because i found a new banger song,0
feeling so lit because i got a job,0
feeling super fine because i got a job,0
"bruh i feel like finished, i should marna",2
feeling literally better because i met my friends,0
bestie i'm better tho,0
"fr i feel like done with life, i should kill myself",2
feeling totally productive because i slept well,0
feeling super vibing because i passed my exams,0
"tbh i feel like broken, i should hurt myself",2
i'm literally down bad fr,1
i want to disappear forever literally,2
feeling really fine because i chilling with fam,0
life is badhiya lol,0
everything is sorted bhai,0
everything is mast smh,0
